Theta	E	Eerr
155.889398	1821.802230	0.359247
155.889398	1966.851384	0.653848
162.845445	2163.943200	0.148890
162.845445	1812.694601	0.372042
162.845445	1961.986353	0.498250
83.564099	2327.402117	0.854270
124.537521	2221.316143	0.194624
124.537521	1928.685289	0.428517
124.537521	2056.110771	0.828805
84.930371	2319.475200	0.188982
109.218558	2260.982448	0.146795
125.878882	2219.864447	0.304771
125.878882	1925.394079	1.306105
97.091019	2289.724191	0.266212
97.091019	2065.039923	17.991754
117.017430	2242.025837	0.192362
117.017430	1967.125975	0.571787
165.007321	2129.713997	5.492553
165.007321	1844.712866	1.399943
165.007321	292.551234	34.512306
165.007321	1693.621335	19.753247
165.007321	1954.463899	16.404950
165.007321	1853.097675	10.686327
165.007321	2179.751471	16.800125
165.007321	778.968916	159.618969
165.007321	1392.139853	378.633248
165.007321	1364.888320	15.362506
73.634822	2351.332533	0.673476
160.240274	2164.637982	0.170259
160.240274	1815.620403	0.399419
104.547121	2273.790882	0.182827
104.547121	2034.050459	0.735945
109.758397	2260.077547	0.343416
100.713632	2282.010049	0.297198
100.713632	7583.706808	7136.534157
146.662562	2169.570356	0.298967
146.662562	1943.576133	342.599655
103.320362	2276.485880	0.369601
103.320362	1622.603348	215.928969
118.059908	2240.816919	0.535096
118.059908	1958.366223	5.062636
