#---
#---EXFOR Standard Output---
#=============================================================================
#DATASET        O0851002 
#NOW            2022/03/23:15:09:21
#SUBENT         O0851002   20030501
#ENTRY          O0851      20030501
#AUTHOR1        M.Chiari+
#YEAR           2001
#X4REF1         J,NIM/B,174,259,2001
#REFERENCE1     Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.174, p.259 (2001)
#REACTION       13-AL-27(P,EL)13-AL-27,,DA
#D4REAC         R0#
#C4Reaction     (P,EL),DA
#ReactionType   DA
#Quantity       Differential c/s with respect to angle
#IndVarFamCode  [0 2 4      ]
#ExpectedUnits  [B/SR]
#xVariables     2
#+              Y = Y(X1,X2)
#COLUMNS        9
#HEADER         7           9           12
!DATA        ERR-T       ERR-S       ERR-1       ERR-2       ERR-3       EN          EN-ERR      ANG         
!B/SR        PER-CENT    PER-CENT    PER-CENT    PER-CENT    PER-CENT    MEV         KEV         ADEG        
!Y.Value     Y.Err+-     Y.sErr+-    Y.pErr+-    Y.pErr+-    Y.pErr+-    X1.Value    X1.Err+-    X2.Value    
!0.1         0.911       0.944       0.955       0.955       0.955       1.1         1.911       2.1         
!variable    const       const       const       const       const       variable    const       variable    
!1.0         1.0         1.0         1.0         1.0         1.0         1000000.0   1000.0      1.0         
!B/SR        PER-CENT    PER-CENT    PER-CENT    PER-CENT    PER-CENT    EV          EV          ADEG        
#DATA           2512        9           12
 0.084       2.5         1.          1.          0.5         0.5         1.956       3.          125.        
 0.074       2.5         1.          1.          0.5         0.5         1.956       3.          130.        
 0.066       2.5         1.          1.          0.5         0.5         1.956       3.          135.        
 0.059       2.5         1.          1.          0.5         0.5         1.956       3.          140.        
 0.054       2.5         1.          1.          0.5         0.5         1.956       3.          145.        
 0.049       2.5         1.          1.          0.5         0.5         1.956       3.          150.        
 0.046       2.5         1.          1.          0.5         0.5         1.956       3.          155.        
 0.043       2.5         1.          1.          0.5         0.5         1.956       3.          160.        
 0.048       2.5         1.          1.          0.5         0.5         1.956       3.          165.        
 0.041       2.5         1.          1.          0.5         0.5         1.956       3.          170.        
 0.188       2.5         1.          1.          0.5         0.5         1.968       3.          100.        
 0.156       2.5         1.          1.          0.5         0.5         1.968       3.          105.        
 0.142       2.5         1.          1.          0.5         0.5         1.968       3.          110.        
 0.123       2.5         1.          1.          0.5         0.5         1.968       3.          115.        
 0.112       2.5         1.          1.          0.5         0.5         1.968       3.          120.        
 0.105       2.5         1.          1.          0.5         0.5         1.968       3.          125.        
 0.095       2.5         1.          1.          0.5         0.5         1.968       3.          130.        
 0.091       2.5         1.          1.          0.5         0.5         1.968       3.          135.        
 0.087       2.5         1.          1.          0.5         0.5         1.968       3.          140.        
 0.085       2.5         1.          1.          0.5         0.5         1.968       3.          145.        
 0.082       2.5         1.          1.          0.5         0.5         1.968       3.          150.        
 0.083       2.5         1.          1.          0.5         0.5         1.968       3.          155.        
 0.082       2.5         1.          1.          0.5         0.5         1.968       3.          160.        
 0.081       2.5         1.          1.          0.5         0.5         1.968       3.          165.        
 0.081       2.5         1.          1.          0.5         0.5         1.968       3.          170.        
 0.179       2.5         1.          1.          0.5         0.5         1.98        3.          100.        
 0.148       2.5         1.          1.          0.5         0.5         1.98        3.          105.        
 0.128       2.5         1.          1.          0.5         0.5         1.98        3.          110.        
 0.108       2.5         1.          1.          0.5         0.5         1.98        3.          115.        
 0.097       2.5         1.          1.          0.5         0.5         1.98        3.          120.        
 0.088       2.5         1.          1.          0.5         0.5         1.98        3.          125.        
 0.081       2.5         1.          1.          0.5         0.5         1.98        3.          130.        
 0.076       2.5         1.          1.          0.5         0.5         1.98        3.          135.        
 0.073       2.5         1.          1.          0.5         0.5         1.98        3.          140.        
 0.072       2.5         1.          1.          0.5         0.5         1.98        3.          145.        
 0.071       2.5         1.          1.          0.5         0.5         1.98        3.          150.        
 0.071       2.5         1.          1.          0.5         0.5         1.98        3.          155.        
 0.072       2.5         1.          1.          0.5         0.5         1.98        3.          160.        
 0.08        2.5         1.          1.          0.5         0.5         1.98        3.          165.        
 0.073       2.5         1.          1.          0.5         0.5         1.98        3.          170.        
 0.163       2.5         1.          1.          0.5         0.5         1.992       3.          100.        
 0.133       2.5         1.          1.          0.5         0.5         1.992       3.          105.        
 0.117       2.5         1.          1.          0.5         0.5         1.992       3.          110.        
 0.103       2.5         1.          1.          0.5         0.5         1.992       3.          115.        
 0.093       2.5         1.          1.          0.5         0.5         1.992       3.          120.        
 0.086       2.5         1.          1.          0.5         0.5         1.992       3.          125.        
 0.081       2.5         1.          1.          0.5         0.5         1.992       3.          130.        
 0.077       2.5         1.          1.          0.5         0.5         1.992       3.          135.        
 0.074       2.5         1.          1.          0.5         0.5         1.992       3.          140.        
 0.075       2.5         1.          1.          0.5         0.5         1.992       3.          145.        
 0.075       2.5         1.          1.          0.5         0.5         1.992       3.          150.        
 0.075       2.5         1.          1.          0.5         0.5         1.992       3.          155.        
 0.075       2.5         1.          1.          0.5         0.5         1.992       3.          160.        
 0.075       2.5         1.          1.          0.5         0.5         1.992       3.          165.        
 0.076       2.5         1.          1.          0.5         0.5         1.992       3.          170.        
 0.153       2.5         1.          1.          0.5         0.5         2.004       3.          100.        
 0.127       2.5         1.          1.          0.5         0.5         2.004       3.          105.        
 0.11        2.5         1.          1.          0.5         0.5         2.004       3.          110.        
 0.097       2.5         1.          1.          0.5         0.5         2.004       3.          115.        
 0.088       2.5         1.          1.          0.5         0.5         2.004       3.          120.        
 0.08        2.5         1.          1.          0.5         0.5         2.004       3.          125.        
 0.078       2.5         1.          1.          0.5         0.5         2.004       3.          130.        
 0.075       2.5         1.          1.          0.5         0.5         2.004       3.          135.        
 0.071       2.5         1.          1.          0.5         0.5         2.004       3.          140.        
 0.069       2.5         1.          1.          0.5         0.5         2.004       3.          150.        
 0.069       2.5         1.          1.          0.5         0.5         2.004       3.          155.        
 0.069       2.5         1.          1.          0.5         0.5         2.004       3.          160.        
 0.074       2.5         1.          1.          0.5         0.5         2.004       3.          165.        
 0.069       2.5         1.          1.          0.5         0.5         2.004       3.          170.        
 0.139       2.5         1.          1.          0.5         0.5         2.016       3.          100.        
 0.115       2.5         1.          1.          0.5         0.5         2.016       3.          105.        
 0.102       2.5         1.          1.          0.5         0.5         2.016       3.          110.        
 0.089       2.5         1.          1.          0.5         0.5         2.016       3.          115.        
 0.08        2.5         1.          1.          0.5         0.5         2.016       3.          120.        
 0.073       2.5         1.          1.          0.5         0.5         2.016       3.          125.        
 0.068       2.5         1.          1.          0.5         0.5         2.016       3.          130.        
 0.065       2.5         1.          1.          0.5         0.5         2.016       3.          135.        
 0.063       2.5         1.          1.          0.5         0.5         2.016       3.          140.        
 0.06        2.5         1.          1.          0.5         0.5         2.016       3.          145.        
 0.06        2.5         1.          1.          0.5         0.5         2.016       3.          150.        
 0.059       2.5         1.          1.          0.5         0.5         2.016       3.          155.        
 0.059       2.5         1.          1.          0.5         0.5         2.016       3.          160.        
 0.058       2.5         1.          1.          0.5         0.5         2.016       3.          165.        
 0.058       2.5         1.          1.          0.5         0.5         2.016       3.          170.        
 0.108       2.5         1.          1.          0.5         0.5         2.029       3.          100.        
 0.092       2.5         1.          1.          0.5         0.5         2.029       3.          105.        
 0.084       2.5         1.          1.          0.5         0.5         2.029       3.          110.        
 0.077       2.5         1.          1.          0.5         0.5         2.029       3.          115.        
 0.072       2.5         1.          1.          0.5         0.5         2.029       3.          120.        
 0.07        2.5         1.          1.          0.5         0.5         2.029       3.          125.        
 0.071       2.5         1.          1.          0.5         0.5         2.029       3.          130.        
 0.068       2.5         1.          1.          0.5         0.5         2.029       3.          135.        
 0.068       2.5         1.          1.          0.5         0.5         2.029       3.          140.        
 0.068       2.5         1.          1.          0.5         0.5         2.029       3.          145.        
 0.068       2.5         1.          1.          0.5         0.5         2.029       3.          150.        
 0.067       2.5         1.          1.          0.5         0.5         2.029       3.          155.        
 0.067       2.5         1.          1.          0.5         0.5         2.029       3.          160.        
 0.076       2.5         1.          1.          0.5         0.5         2.029       3.          165.        
 0.069       2.5         1.          1.          0.5         0.5         2.029       3.          170.        
 0.168       2.5         1.          1.          0.5         0.5         2.041       3.          100.        
 0.149       2.5         1.          1.          0.5         0.5         2.041       3.          105.        
 0.139       2.5         1.          1.          0.5         0.5         2.041       3.          110.        
 0.129       2.5         1.          1.          0.5         0.5         2.041       3.          115.        
 0.122       2.5         1.          1.          0.5         0.5         2.041       3.          120.        
 0.115       2.5         1.          1.          0.5         0.5         2.041       3.          125.        
 0.111       2.5         1.          1.          0.5         0.5         2.041       3.          130.        
 0.107       2.5         1.          1.          0.5         0.5         2.041       3.          135.        
 0.104       2.5         1.          1.          0.5         0.5         2.041       3.          140.        
 0.101       2.5         1.          1.          0.5         0.5         2.041       3.          145.        
 0.099       2.5         1.          1.          0.5         0.5         2.041       3.          150.        
 0.098       2.5         1.          1.          0.5         0.5         2.041       3.          155.        
 0.097       2.5         1.          1.          0.5         0.5         2.041       3.          160.        
 0.095       2.5         1.          1.          0.5         0.5         2.041       3.          165.        
 0.095       2.5         1.          1.          0.5         0.5         2.041       3.          170.        
 0.175       2.5         1.          1.          0.5         0.5         2.053       3.          100.        
 0.161       2.5         1.          1.          0.5         0.5         2.053       3.          105.        
 0.154       2.5         1.          1.          0.5         0.5         2.053       3.          110.        
 0.141       2.5         1.          1.          0.5         0.5         2.053       3.          115.        
 0.138       2.5         1.          1.          0.5         0.5         2.053       3.          120.        
 0.133       2.5         1.          1.          0.5         0.5         2.053       3.          125.        
 0.128       2.5         1.          1.          0.5         0.5         2.053       3.          130.        
 0.124       2.5         1.          1.          0.5         0.5         2.053       3.          135.        
 0.122       2.5         1.          1.          0.5         0.5         2.053       3.          140.        
 0.116       2.5         1.          1.          0.5         0.5         2.053       3.          150.        
 0.116       2.5         1.          1.          0.5         0.5         2.053       3.          155.        
 0.113       2.5         1.          1.          0.5         0.5         2.053       3.          160.        
 0.115       2.5         1.          1.          0.5         0.5         2.053       3.          165.        
 0.111       2.5         1.          1.          0.5         0.5         2.053       3.          170.        
 0.175       2.5         1.          1.          0.5         0.5         2.065       3.          100.        
 0.153       2.5         1.          1.          0.5         0.5         2.065       3.          105.        
 0.14        2.5         1.          1.          0.5         0.5         2.065       3.          110.        
 0.124       2.5         1.          1.          0.5         0.5         2.065       3.          115.        
 0.112       2.5         1.          1.          0.5         0.5         2.065       3.          120.        
 0.107       2.5         1.          1.          0.5         0.5         2.065       3.          125.        
 0.1         2.5         1.          1.          0.5         0.5         2.065       3.          130.        
 0.094       2.5         1.          1.          0.5         0.5         2.065       3.          135.        
 0.087       2.5         1.          1.          0.5         0.5         2.065       3.          140.        
 0.084       2.5         1.          1.          0.5         0.5         2.065       3.          145.        
 0.081       2.5         1.          1.          0.5         0.5         2.065       3.          150.        
 0.078       2.5         1.          1.          0.5         0.5         2.065       3.          155.        
 0.076       2.5         1.          1.          0.5         0.5         2.065       3.          160.        
 0.075       2.5         1.          1.          0.5         0.5         2.065       3.          165.        
 0.074       2.5         1.          1.          0.5         0.5         2.065       3.          170.        
 0.168       2.5         1.          1.          0.5         0.5         2.078       3.          100.        
 0.147       2.5         1.          1.          0.5         0.5         2.078       3.          105.        
 0.132       2.5         1.          1.          0.5         0.5         2.078       3.          110.        
 0.118       2.5         1.          1.          0.5         0.5         2.078       3.          115.        
 0.108       2.5         1.          1.          0.5         0.5         2.078       3.          120.        
 0.1         2.5         1.          1.          0.5         0.5         2.078       3.          125.        
 0.093       2.5         1.          1.          0.5         0.5         2.078       3.          130.        
 0.086       2.5         1.          1.          0.5         0.5         2.078       3.          135.        
 0.081       2.5         1.          1.          0.5         0.5         2.078       3.          140.        
 0.077       2.5         1.          1.          0.5         0.5         2.078       3.          145.        
 0.074       2.5         1.          1.          0.5         0.5         2.078       3.          150.        
 0.071       2.5         1.          1.          0.5         0.5         2.078       3.          155.        
 0.068       2.5         1.          1.          0.5         0.5         2.078       3.          160.        
 0.074       2.5         1.          1.          0.5         0.5         2.078       3.          165.        
 0.066       2.5         1.          1.          0.5         0.5         2.078       3.          170.        
 0.166       2.5         1.          1.          0.5         0.5         2.09        3.          100.        
 0.142       2.5         1.          1.          0.5         0.5         2.09        3.          105.        
 0.128       2.5         1.          1.          0.5         0.5         2.09        3.          110.        
 0.111       2.5         1.          1.          0.5         0.5         2.09        3.          115.        
 0.102       2.5         1.          1.          0.5         0.5         2.09        3.          120.        
 0.094       2.5         1.          1.          0.5         0.5         2.09        3.          125.        
 0.086       2.5         1.          1.          0.5         0.5         2.09        3.          130.        
 0.08        2.5         1.          1.          0.5         0.5         2.09        3.          135.        
 0.075       2.5         1.          1.          0.5         0.5         2.09        3.          140.        
 0.069       2.5         1.          1.          0.5         0.5         2.09        3.          145.        
 0.065       2.5         1.          1.          0.5         0.5         2.09        3.          150.        
 0.063       2.5         1.          1.          0.5         0.5         2.09        3.          155.        
 0.062       2.5         1.          1.          0.5         0.5         2.09        3.          160.        
 0.06        2.5         1.          1.          0.5         0.5         2.09        3.          165.        
 0.059       2.5         1.          1.          0.5         0.5         2.09        3.          170.        
 0.16        2.5         1.          1.          0.5         0.5         2.102       3.          100.        
 0.14        2.5         1.          1.          0.5         0.5         2.102       3.          105.        
 0.124       2.5         1.          1.          0.5         0.5         2.102       3.          110.        
 0.105       2.5         1.          1.          0.5         0.5         2.102       3.          115.        
 0.096       2.5         1.          1.          0.5         0.5         2.102       3.          120.        
 0.087       2.5         1.          1.          0.5         0.5         2.102       3.          125.        
 0.079       2.5         1.          1.          0.5         0.5         2.102       3.          130.        
 0.072       2.5         1.          1.          0.5         0.5         2.102       3.          135.        
 0.066       2.5         1.          1.          0.5         0.5         2.102       3.          140.        
 0.06        2.5         1.          1.          0.5         0.5         2.102       3.          150.        
 0.057       2.5         1.          1.          0.5         0.5         2.102       3.          155.        
 0.055       2.5         1.          1.          0.5         0.5         2.102       3.          160.        
 0.058       2.5         1.          1.          0.5         0.5         2.102       3.          165.        
 0.052       2.5         1.          1.          0.5         0.5         2.102       3.          170.        
 0.16        2.5         1.          1.          0.5         0.5         2.114       3.          100.        
 0.132       2.5         1.          1.          0.5         0.5         2.114       3.          105.        
 0.116       2.5         1.          1.          0.5         0.5         2.114       3.          110.        
 0.1         2.5         1.          1.          0.5         0.5         2.114       3.          115.        
 0.091       2.5         1.          1.          0.5         0.5         2.114       3.          120.        
 0.085       2.5         1.          1.          0.5         0.5         2.114       3.          125.        
 0.078       2.5         1.          1.          0.5         0.5         2.114       3.          130.        
 0.075       2.5         1.          1.          0.5         0.5         2.114       3.          135.        
 0.073       2.5         1.          1.          0.5         0.5         2.114       3.          140.        
 0.072       2.5         1.          1.          0.5         0.5         2.114       3.          145.        
 0.071       2.5         1.          1.          0.5         0.5         2.114       3.          150.        
 0.071       2.5         1.          1.          0.5         0.5         2.114       3.          155.        
 0.07        2.5         1.          1.          0.5         0.5         2.114       3.          160.        
 0.071       2.5         1.          1.          0.5         0.5         2.114       3.          165.        
 0.072       2.5         1.          1.          0.5         0.5         2.114       3.          170.        
 0.119       2.5         1.          1.          0.5         0.5         2.126       3.          100.        
 0.101       2.5         1.          1.          0.5         0.5         2.126       3.          105.        
 0.088       2.5         1.          1.          0.5         0.5         2.126       3.          110.        
 0.077       2.5         1.          1.          0.5         0.5         2.126       3.          115.        
 0.07        2.5         1.          1.          0.5         0.5         2.126       3.          120.        
 0.065       2.5         1.          1.          0.5         0.5         2.126       3.          125.        
 0.061       2.5         1.          1.          0.5         0.5         2.126       3.          130.        
 0.058       2.5         1.          1.          0.5         0.5         2.126       3.          135.        
 0.055       2.5         1.          1.          0.5         0.5         2.126       3.          140.        
 0.054       2.5         1.          1.          0.5         0.5         2.126       3.          145.        
 0.053       2.5         1.          1.          0.5         0.5         2.126       3.          150.        
 0.052       2.5         1.          1.          0.5         0.5         2.126       3.          155.        
 0.051       2.5         1.          1.          0.5         0.5         2.126       3.          160.        
 0.057       2.5         1.          1.          0.5         0.5         2.126       3.          165.        
 0.051       2.5         1.          1.          0.5         0.5         2.126       3.          170.        
 0.172       2.5         1.          1.          0.5         0.5         2.138       3.          100.        
 0.153       2.5         1.          1.          0.5         0.5         2.138       3.          105.        
 0.144       2.5         1.          1.          0.5         0.5         2.138       3.          110.        
 0.133       2.5         1.          1.          0.5         0.5         2.138       3.          115.        
 0.125       2.5         1.          1.          0.5         0.5         2.138       3.          120.        
 0.118       2.5         1.          1.          0.5         0.5         2.138       3.          125.        
 0.114       2.5         1.          1.          0.5         0.5         2.138       3.          130.        
 0.108       2.5         1.          1.          0.5         0.5         2.138       3.          135.        
 0.102       2.5         1.          1.          0.5         0.5         2.138       3.          140.        
 0.099       2.5         1.          1.          0.5         0.5         2.138       3.          145.        
 0.095       2.5         1.          1.          0.5         0.5         2.138       3.          150.        
 0.094       2.5         1.          1.          0.5         0.5         2.138       3.          155.        
 0.093       2.5         1.          1.          0.5         0.5         2.138       3.          160.        
 0.089       2.5         1.          1.          0.5         0.5         2.138       3.          165.        
 0.09        2.5         1.          1.          0.5         0.5         2.138       3.          170.        
 0.16        2.5         1.          1.          0.5         0.5         2.151       3.          100.        
 0.142       2.5         1.          1.          0.5         0.5         2.151       3.          105.        
 0.128       2.5         1.          1.          0.5         0.5         2.151       3.          110.        
 0.115       2.5         1.          1.          0.5         0.5         2.151       3.          115.        
 0.107       2.5         1.          1.          0.5         0.5         2.151       3.          120.        
 0.098       2.5         1.          1.          0.5         0.5         2.151       3.          125.        
 0.092       2.5         1.          1.          0.5         0.5         2.151       3.          130.        
 0.085       2.5         1.          1.          0.5         0.5         2.151       3.          135.        
 0.08        2.5         1.          1.          0.5         0.5         2.151       3.          140.        
 0.073       2.5         1.          1.          0.5         0.5         2.151       3.          150.        
 0.07        2.5         1.          1.          0.5         0.5         2.151       3.          155.        
 0.068       2.5         1.          1.          0.5         0.5         2.151       3.          160.        
 0.071       2.5         1.          1.          0.5         0.5         2.151       3.          165.        
 0.066       2.5         1.          1.          0.5         0.5         2.151       3.          170.        
 0.16        2.5         1.          1.          0.5         0.5         2.163       3.          100.        
 0.139       2.5         1.          1.          0.5         0.5         2.163       3.          105.        
 0.125       2.5         1.          1.          0.5         0.5         2.163       3.          110.        
 0.112       2.5         1.          1.          0.5         0.5         2.163       3.          115.        
 0.101       2.5         1.          1.          0.5         0.5         2.163       3.          120.        
 0.095       2.5         1.          1.          0.5         0.5         2.163       3.          125.        
 0.085       2.5         1.          1.          0.5         0.5         2.163       3.          130.        
 0.081       2.5         1.          1.          0.5         0.5         2.163       3.          135.        
 0.075       2.5         1.          1.          0.5         0.5         2.163       3.          140.        
 0.07        2.5         1.          1.          0.5         0.5         2.163       3.          145.        
 0.066       2.5         1.          1.          0.5         0.5         2.163       3.          150.        
 0.062       2.5         1.          1.          0.5         0.5         2.163       3.          155.        
 0.062       2.5         1.          1.          0.5         0.5         2.163       3.          160.        
 0.059       2.5         1.          1.          0.5         0.5         2.163       3.          165.        
 0.058       2.5         1.          1.          0.5         0.5         2.163       3.          170.        
 0.155       2.5         1.          1.          0.5         0.5         2.175       3.          100.        
 0.135       2.5         1.          1.          0.5         0.5         2.175       3.          105.        
 0.124       2.5         1.          1.          0.5         0.5         2.175       3.          110.        
 0.11        2.5         1.          1.          0.5         0.5         2.175       3.          115.        
 0.099       2.5         1.          1.          0.5         0.5         2.175       3.          120.        
 0.09        2.5         1.          1.          0.5         0.5         2.175       3.          125.        
 0.082       2.5         1.          1.          0.5         0.5         2.175       3.          130.        
 0.076       2.5         1.          1.          0.5         0.5         2.175       3.          135.        
 0.07        2.5         1.          1.          0.5         0.5         2.175       3.          140.        
 0.064       2.5         1.          1.          0.5         0.5         2.175       3.          145.        
 0.061       2.5         1.          1.          0.5         0.5         2.175       3.          150.        
 0.058       2.5         1.          1.          0.5         0.5         2.175       3.          155.        
 0.054       2.5         1.          1.          0.5         0.5         2.175       3.          160.        
 0.059       2.5         1.          1.          0.5         0.5         2.175       3.          165.        
 0.051       2.5         1.          1.          0.5         0.5         2.175       3.          170.        
 0.159       2.5         1.          1.          0.5         0.5         2.187       3.          100.        
 0.136       2.5         1.          1.          0.5         0.5         2.187       3.          105.        
 0.123       2.5         1.          1.          0.5         0.5         2.187       3.          110.        
 0.107       2.5         1.          1.          0.5         0.5         2.187       3.          115.        
 0.096       2.5         1.          1.          0.5         0.5         2.187       3.          120.        
 0.086       2.5         1.          1.          0.5         0.5         2.187       3.          125.        
 0.076       2.5         1.          1.          0.5         0.5         2.187       3.          130.        
 0.068       2.5         1.          1.          0.5         0.5         2.187       3.          135.        
 0.062       2.5         1.          1.          0.5         0.5         2.187       3.          140.        
 0.056       2.5         1.          1.          0.5         0.5         2.187       3.          145.        
 0.052       2.5         1.          1.          0.5         0.5         2.187       3.          150.        
 0.048       2.5         1.          1.          0.5         0.5         2.187       3.          155.        
 0.046       2.5         1.          1.          0.5         0.5         2.187       3.          160.        
 0.043       2.5         1.          1.          0.5         0.5         2.187       3.          165.        
 0.042       2.5         1.          1.          0.5         0.5         2.187       3.          170.        
 0.159       2.5         1.          1.          0.5         0.5         2.2         3.          100.        
 0.136       2.5         1.          1.          0.5         0.5         2.2         3.          105.        
 0.118       2.5         1.          1.          0.5         0.5         2.2         3.          110.        
 0.102       2.5         1.          1.          0.5         0.5         2.2         3.          115.        
 0.088       2.5         1.          1.          0.5         0.5         2.2         3.          120.        
 0.078       2.5         1.          1.          0.5         0.5         2.2         3.          125.        
 0.067       2.5         1.          1.          0.5         0.5         2.2         3.          130.        
 0.06        2.5         1.          1.          0.5         0.5         2.2         3.          135.        
 0.053       2.5         1.          1.          0.5         0.5         2.2         3.          140.        
 0.047       2.5         1.          1.          0.5         0.5         2.2         3.          145.        
 0.043       2.5         1.          1.          0.5         0.5         2.2         3.          150.        
 0.04        2.5         1.          1.          0.5         0.5         2.2         3.          155.        
 0.037       2.5         1.          1.          0.5         0.5         2.2         3.          160.        
 0.04        2.5         1.          1.          0.5         0.5         2.2         3.          165.        
 0.033       2.5         1.          1.          0.5         0.5         2.2         3.          170.        
 0.168       2.5         1.          1.          0.5         0.5         2.212       3.          100.        
 0.14        2.5         1.          1.          0.5         0.5         2.212       3.          105.        
 0.118       2.5         1.          1.          0.5         0.5         2.212       3.          110.        
 0.101       2.5         1.          1.          0.5         0.5         2.212       3.          115.        
 0.086       2.5         1.          1.          0.5         0.5         2.212       3.          120.        
 0.076       2.5         1.          1.          0.5         0.5         2.212       3.          125.        
 0.067       2.5         1.          1.          0.5         0.5         2.212       3.          130.        
 0.061       2.5         1.          1.          0.5         0.5         2.212       3.          135.        
 0.054       2.5         1.          1.          0.5         0.5         2.212       3.          140.        
 0.05        2.5         1.          1.          0.5         0.5         2.212       3.          145.        
 0.048       2.5         1.          1.          0.5         0.5         2.212       3.          150.        
 0.046       2.5         1.          1.          0.5         0.5         2.212       3.          155.        
 0.045       2.5         1.          1.          0.5         0.5         2.212       3.          160.        
 0.043       2.5         1.          1.          0.5         0.5         2.212       3.          165.        
 0.043       2.5         1.          1.          0.5         0.5         2.212       3.          170.        
 0.16        2.5         1.          1.          0.5         0.5         2.224       3.          100.        
 0.134       2.5         1.          1.          0.5         0.5         2.224       3.          105.        
 0.118       2.5         1.          1.          0.5         0.5         2.224       3.          110.        
 0.1         2.5         1.          1.          0.5         0.5         2.224       3.          115.        
 0.088       2.5         1.          1.          0.5         0.5         2.224       3.          120.        
 0.079       2.5         1.          1.          0.5         0.5         2.224       3.          125.        
 0.072       2.5         1.          1.          0.5         0.5         2.224       3.          130.        
 0.065       2.5         1.          1.          0.5         0.5         2.224       3.          135.        
 0.062       2.5         1.          1.          0.5         0.5         2.224       3.          140.        
 0.058       2.5         1.          1.          0.5         0.5         2.224       3.          145.        
 0.056       2.5         1.          1.          0.5         0.5         2.224       3.          150.        
 0.057       2.5         1.          1.          0.5         0.5         2.224       3.          155.        
 0.055       2.5         1.          1.          0.5         0.5         2.224       3.          160.        
 0.063       2.5         1.          1.          0.5         0.5         2.224       3.          165.        
 0.054       2.5         1.          1.          0.5         0.5         2.224       3.          170.        
 0.152       2.5         1.          1.          0.5         0.5         2.237       3.          100.        
 0.127       2.5         1.          1.          0.5         0.5         2.237       3.          105.        
 0.111       2.5         1.          1.          0.5         0.5         2.237       3.          110.        
 0.096       2.5         1.          1.          0.5         0.5         2.237       3.          115.        
 0.087       2.5         1.          1.          0.5         0.5         2.237       3.          120.        
 0.079       2.5         1.          1.          0.5         0.5         2.237       3.          125.        
 0.073       2.5         1.          1.          0.5         0.5         2.237       3.          130.        
 0.069       2.5         1.          1.          0.5         0.5         2.237       3.          135.        
 0.066       2.5         1.          1.          0.5         0.5         2.237       3.          140.        
 0.065       2.5         1.          1.          0.5         0.5         2.237       3.          145.        
 0.065       2.5         1.          1.          0.5         0.5         2.237       3.          150.        
 0.064       2.5         1.          1.          0.5         0.5         2.237       3.          155.        
 0.064       2.5         1.          1.          0.5         0.5         2.237       3.          160.        
 0.064       2.5         1.          1.          0.5         0.5         2.237       3.          165.        
 0.065       2.5         1.          1.          0.5         0.5         2.237       3.          170.        
 0.146       2.5         1.          1.          0.5         0.5         2.249       3.          100.        
 0.124       2.5         1.          1.          0.5         0.5         2.249       3.          105.        
 0.107       2.5         1.          1.          0.5         0.5         2.249       3.          110.        
 0.093       2.5         1.          1.          0.5         0.5         2.249       3.          115.        
 0.085       2.5         1.          1.          0.5         0.5         2.249       3.          120.        
 0.078       2.5         1.          1.          0.5         0.5         2.249       3.          125.        
 0.074       2.5         1.          1.          0.5         0.5         2.249       3.          130.        
 0.07        2.5         1.          1.          0.5         0.5         2.249       3.          135.        
 0.069       2.5         1.          1.          0.5         0.5         2.249       3.          140.        
 0.068       2.5         1.          1.          0.5         0.5         2.249       3.          145.        
 0.068       2.5         1.          1.          0.5         0.5         2.249       3.          150.        
 0.068       2.5         1.          1.          0.5         0.5         2.249       3.          155.        
 0.068       2.5         1.          1.          0.5         0.5         2.249       3.          160.        
 0.075       2.5         1.          1.          0.5         0.5         2.249       3.          165.        
 0.068       2.5         1.          1.          0.5         0.5         2.249       3.          170.        
 0.146       2.5         1.          1.          0.5         0.5         2.261       3.          100.        
 0.123       2.5         1.          1.          0.5         0.5         2.261       3.          105.        
 0.109       2.5         1.          1.          0.5         0.5         2.261       3.          110.        
 0.097       2.5         1.          1.          0.5         0.5         2.261       3.          115.        
 0.088       2.5         1.          1.          0.5         0.5         2.261       3.          120.        
 0.081       2.5         1.          1.          0.5         0.5         2.261       3.          125.        
 0.079       2.5         1.          1.          0.5         0.5         2.261       3.          130.        
 0.074       2.5         1.          1.          0.5         0.5         2.261       3.          135.        
 0.072       2.5         1.          1.          0.5         0.5         2.261       3.          140.        
 0.071       2.5         1.          1.          0.5         0.5         2.261       3.          145.        
 0.071       2.5         1.          1.          0.5         0.5         2.261       3.          150.        
 0.07        2.5         1.          1.          0.5         0.5         2.261       3.          155.        
 0.07        2.5         1.          1.          0.5         0.5         2.261       3.          160.        
 0.07        2.5         1.          1.          0.5         0.5         2.261       3.          165.        
 0.07        2.5         1.          1.          0.5         0.5         2.261       3.          170.        
 0.143       2.5         1.          1.          0.5         0.5         2.274       3.          100.        
 0.122       2.5         1.          1.          0.5         0.5         2.274       3.          105.        
 0.108       2.5         1.          1.          0.5         0.5         2.274       3.          110.        
 0.097       2.5         1.          1.          0.5         0.5         2.274       3.          115.        
 0.087       2.5         1.          1.          0.5         0.5         2.274       3.          120.        
 0.082       2.5         1.          1.          0.5         0.5         2.274       3.          125.        
 0.076       2.5         1.          1.          0.5         0.5         2.274       3.          130.        
 0.072       2.5         1.          1.          0.5         0.5         2.274       3.          135.        
 0.069       2.5         1.          1.          0.5         0.5         2.274       3.          140.        
 0.067       2.5         1.          1.          0.5         0.5         2.274       3.          145.        
