#---
#---EXFOR Standard Output---
#=============================================================================
#DATASET        O0851002 
#NOW            2022/03/23:15:09:21
#SUBENT         O0851002   20030501
#ENTRY          O0851      20030501
#AUTHOR1        M.Chiari+
#YEAR           2001
#X4REF1         J,NIM/B,174,259,2001
#REFERENCE1     Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.174, p.259 (2001)
#REACTION       13-AL-27(P,EL)13-AL-27,,DA
#D4REAC         R0#
#C4Reaction     (P,EL),DA
#ReactionType   DA
#Quantity       Differential c/s with respect to angle
#IndVarFamCode  [0 2 4      ]
#ExpectedUnits  [B/SR]
#xVariables     2
#+              Y = Y(X1,X2)
#COLUMNS        9
#HEADER         7           9           12
!DATA        ERR-T       ERR-S       ERR-1       ERR-2       ERR-3       EN          EN-ERR      ANG         
!B/SR        PER-CENT    PER-CENT    PER-CENT    PER-CENT    PER-CENT    MEV         KEV         ADEG        
!Y.Value     Y.Err+-     Y.sErr+-    Y.pErr+-    Y.pErr+-    Y.pErr+-    X1.Value    X1.Err+-    X2.Value    
!0.1         0.911       0.944       0.955       0.955       0.955       1.1         1.911       2.1         
!variable    const       const       const       const       const       variable    const       variable    
!1.0         1.0         1.0         1.0         1.0         1.0         1000000.0   1000.0      1.0         
!B/SR        PER-CENT    PER-CENT    PER-CENT    PER-CENT    PER-CENT    EV          EV          ADEG        
#DATA           2512        9           12
 0.125       2.5         1.          1.          0.5         0.5         1.356       3.          160.        
 0.122       2.5         1.          1.          0.5         0.5         1.356       3.          165.        
 0.12        2.5         1.          1.          0.5         0.5         1.356       3.          170.        
 0.327       2.5         1.          1.          0.5         0.5         1.369       3.          100.        
 0.28        2.5         1.          1.          0.5         0.5         1.369       3.          105.        
 0.251       2.5         1.          1.          0.5         0.5         1.369       3.          110.        
 0.226       2.5         1.          1.          0.5         0.5         1.369       3.          115.        
 0.206       2.5         1.          1.          0.5         0.5         1.369       3.          120.        
 0.187       2.5         1.          1.          0.5         0.5         1.369       3.          125.        
 0.172       2.5         1.          1.          0.5         0.5         1.369       3.          130.        
 0.163       2.5         1.          1.          0.5         0.5         1.369       3.          135.        
 0.152       2.5         1.          1.          0.5         0.5         1.369       3.          140.        
 0.146       2.5         1.          1.          0.5         0.5         1.369       3.          145.        
 0.138       2.5         1.          1.          0.5         0.5         1.369       3.          150.        
 0.133       2.5         1.          1.          0.5         0.5         1.369       3.          155.        
 0.128       2.5         1.          1.          0.5         0.5         1.369       3.          160.        
 0.126       2.5         1.          1.          0.5         0.5         1.369       3.          165.        
 0.125       2.5         1.          1.          0.5         0.5         1.369       3.          170.        
 0.301       2.5         1.          1.          0.5         0.5         1.381       3.          100.        
 0.254       2.5         1.          1.          0.5         0.5         1.381       3.          105.        
 0.223       2.5         1.          1.          0.5         0.5         1.381       3.          110.        
 0.191       2.5         1.          1.          0.5         0.5         1.381       3.          115.        
 0.174       2.5         1.          1.          0.5         0.5         1.381       3.          120.        
 0.156       2.5         1.          1.          0.5         0.5         1.381       3.          125.        
 0.141       2.5         1.          1.          0.5         0.5         1.381       3.          130.        
 0.132       2.5         1.          1.          0.5         0.5         1.381       3.          135.        
 0.12        2.5         1.          1.          0.5         0.5         1.381       3.          140.        
 0.116       2.5         1.          1.          0.5         0.5         1.381       3.          145.        
 0.109       2.5         1.          1.          0.5         0.5         1.381       3.          150.        
 0.105       2.5         1.          1.          0.5         0.5         1.381       3.          155.        
 0.102       2.5         1.          1.          0.5         0.5         1.381       3.          160.        
 0.099       2.5         1.          1.          0.5         0.5         1.381       3.          165.        
 0.098       2.5         1.          1.          0.5         0.5         1.381       3.          170.        
 0.329       2.5         1.          1.          0.5         0.5         1.394       3.          100.        
 0.287       2.5         1.          1.          0.5         0.5         1.394       3.          105.        
 0.266       2.5         1.          1.          0.5         0.5         1.394       3.          110.        
 0.241       2.5         1.          1.          0.5         0.5         1.394       3.          115.        
 0.223       2.5         1.          1.          0.5         0.5         1.394       3.          120.        
 0.206       2.5         1.          1.          0.5         0.5         1.394       3.          125.        
 0.193       2.5         1.          1.          0.5         0.5         1.394       3.          130.        
 0.181       2.5         1.          1.          0.5         0.5         1.394       3.          135.        
 0.171       2.5         1.          1.          0.5         0.5         1.394       3.          140.        
 0.166       2.5         1.          1.          0.5         0.5         1.394       3.          145.        
 0.16        2.5         1.          1.          0.5         0.5         1.394       3.          150.        
 0.153       2.5         1.          1.          0.5         0.5         1.394       3.          155.        
 0.15        2.5         1.          1.          0.5         0.5         1.394       3.          160.        
 0.153       2.5         1.          1.          0.5         0.5         1.394       3.          165.        
 0.143       2.5         1.          1.          0.5         0.5         1.394       3.          170.        
 0.331       2.5         1.          1.          0.5         0.5         1.408       3.          100.        
 0.285       2.5         1.          1.          0.5         0.5         1.408       3.          105.        
 0.257       2.5         1.          1.          0.5         0.5         1.408       3.          110.        
 0.228       2.5         1.          1.          0.5         0.5         1.408       3.          115.        
 0.206       2.5         1.          1.          0.5         0.5         1.408       3.          120.        
 0.188       2.5         1.          1.          0.5         0.5         1.408       3.          125.        
 0.172       2.5         1.          1.          0.5         0.5         1.408       3.          130.        
 0.159       2.5         1.          1.          0.5         0.5         1.408       3.          135.        
 0.149       2.5         1.          1.          0.5         0.5         1.408       3.          140.        
 0.141       2.5         1.          1.          0.5         0.5         1.408       3.          145.        
 0.132       2.5         1.          1.          0.5         0.5         1.408       3.          150.        
 0.128       2.5         1.          1.          0.5         0.5         1.408       3.          155.        
 0.123       2.5         1.          1.          0.5         0.5         1.408       3.          160.        
 0.12        2.5         1.          1.          0.5         0.5         1.408       3.          165.        
 0.12        2.5         1.          1.          0.5         0.5         1.408       3.          170.        
 0.315       2.5         1.          1.          0.5         0.5         1.418       3.          100.        
 0.275       2.5         1.          1.          0.5         0.5         1.418       3.          105.        
 0.25        2.5         1.          1.          0.5         0.5         1.418       3.          110.        
 0.22        2.5         1.          1.          0.5         0.5         1.418       3.          115.        
 0.2         2.5         1.          1.          0.5         0.5         1.418       3.          120.        
 0.181       2.5         1.          1.          0.5         0.5         1.418       3.          125.        
 0.168       2.5         1.          1.          0.5         0.5         1.418       3.          130.        
 0.157       2.5         1.          1.          0.5         0.5         1.418       3.          135.        
 0.147       2.5         1.          1.          0.5         0.5         1.418       3.          140.        
 0.135       2.5         1.          1.          0.5         0.5         1.418       3.          145.        
 0.129       2.5         1.          1.          0.5         0.5         1.418       3.          150.        
 0.124       2.5         1.          1.          0.5         0.5         1.418       3.          155.        
 0.12        2.5         1.          1.          0.5         0.5         1.418       3.          160.        
 0.115       2.5         1.          1.          0.5         0.5         1.418       3.          165.        
 0.115       2.5         1.          1.          0.5         0.5         1.418       3.          170.        
 0.323       2.5         1.          1.          0.5         0.5         1.43        3.          100.        
 0.274       2.5         1.          1.          0.5         0.5         1.43        3.          105.        
 0.246       2.5         1.          1.          0.5         0.5         1.43        3.          110.        
 0.223       2.5         1.          1.          0.5         0.5         1.43        3.          115.        
 0.196       2.5         1.          1.          0.5         0.5         1.43        3.          120.        
 0.182       2.5         1.          1.          0.5         0.5         1.43        3.          125.        
 0.163       2.5         1.          1.          0.5         0.5         1.43        3.          130.        
 0.153       2.5         1.          1.          0.5         0.5         1.43        3.          135.        
 0.142       2.5         1.          1.          0.5         0.5         1.43        3.          140.        
 0.134       2.5         1.          1.          0.5         0.5         1.43        3.          145.        
 0.126       2.5         1.          1.          0.5         0.5         1.43        3.          150.        
 0.12        2.5         1.          1.          0.5         0.5         1.43        3.          155.        
 0.118       2.5         1.          1.          0.5         0.5         1.43        3.          160.        
 0.111       2.5         1.          1.          0.5         0.5         1.43        3.          165.        
 0.112       2.5         1.          1.          0.5         0.5         1.43        3.          170.        
 0.308       2.5         1.          1.          0.5         0.5         1.443       3.          100.        
 0.267       2.5         1.          1.          0.5         0.5         1.443       3.          105.        
 0.236       2.5         1.          1.          0.5         0.5         1.443       3.          110.        
 0.206       2.5         1.          1.          0.5         0.5         1.443       3.          115.        
 0.19        2.5         1.          1.          0.5         0.5         1.443       3.          120.        
 0.171       2.5         1.          1.          0.5         0.5         1.443       3.          125.        
 0.156       2.5         1.          1.          0.5         0.5         1.443       3.          130.        
 0.145       2.5         1.          1.          0.5         0.5         1.443       3.          135.        
 0.133       2.5         1.          1.          0.5         0.5         1.443       3.          140.        
 0.123       2.5         1.          1.          0.5         0.5         1.443       3.          145.        
 0.118       2.5         1.          1.          0.5         0.5         1.443       3.          150.        
 0.111       2.5         1.          1.          0.5         0.5         1.443       3.          155.        
 0.108       2.5         1.          1.          0.5         0.5         1.443       3.          160.        
 0.112       2.5         1.          1.          0.5         0.5         1.443       3.          165.        
 0.103       2.5         1.          1.          0.5         0.5         1.443       3.          170.        
 0.32        2.5         1.          1.          0.5         0.5         1.455       3.          100.        
 0.269       2.5         1.          1.          0.5         0.5         1.455       3.          105.        
 0.238       2.5         1.          1.          0.5         0.5         1.455       3.          110.        
 0.203       2.5         1.          1.          0.5         0.5         1.455       3.          115.        
 0.178       2.5         1.          1.          0.5         0.5         1.455       3.          120.        
 0.156       2.5         1.          1.          0.5         0.5         1.455       3.          125.        
 0.14        2.5         1.          1.          0.5         0.5         1.455       3.          130.        
 0.125       2.5         1.          1.          0.5         0.5         1.455       3.          135.        
 0.11        2.5         1.          1.          0.5         0.5         1.455       3.          140.        
 0.1         2.5         1.          1.          0.5         0.5         1.455       3.          145.        
 0.093       2.5         1.          1.          0.5         0.5         1.455       3.          150.        
 0.085       2.5         1.          1.          0.5         0.5         1.455       3.          155.        
 0.079       2.5         1.          1.          0.5         0.5         1.455       3.          160.        
 0.075       2.5         1.          1.          0.5         0.5         1.455       3.          165.        
 0.072       2.5         1.          1.          0.5         0.5         1.455       3.          170.        
 0.304       2.5         1.          1.          0.5         0.5         1.467       3.          100.        
 0.261       2.5         1.          1.          0.5         0.5         1.467       3.          105.        
 0.232       2.5         1.          1.          0.5         0.5         1.467       3.          110.        
 0.205       2.5         1.          1.          0.5         0.5         1.467       3.          115.        
 0.19        2.5         1.          1.          0.5         0.5         1.467       3.          120.        
 0.172       2.5         1.          1.          0.5         0.5         1.467       3.          125.        
 0.161       2.5         1.          1.          0.5         0.5         1.467       3.          130.        
 0.153       2.5         1.          1.          0.5         0.5         1.467       3.          135.        
 0.144       2.5         1.          1.          0.5         0.5         1.467       3.          140.        
 0.136       2.5         1.          1.          0.5         0.5         1.467       3.          145.        
 0.131       2.5         1.          1.          0.5         0.5         1.467       3.          150.        
 0.127       2.5         1.          1.          0.5         0.5         1.467       3.          155.        
 0.124       2.5         1.          1.          0.5         0.5         1.467       3.          160.        
 0.122       2.5         1.          1.          0.5         0.5         1.467       3.          165.        
 0.12        2.5         1.          1.          0.5         0.5         1.467       3.          170.        
 0.293       2.5         1.          1.          0.5         0.5         1.479       3.          100.        
 0.251       2.5         1.          1.          0.5         0.5         1.479       3.          105.        
 0.226       2.5         1.          1.          0.5         0.5         1.479       3.          110.        
 0.199       2.5         1.          1.          0.5         0.5         1.479       3.          115.        
 0.182       2.5         1.          1.          0.5         0.5         1.479       3.          120.        
 0.165       2.5         1.          1.          0.5         0.5         1.479       3.          125.        
 0.152       2.5         1.          1.          0.5         0.5         1.479       3.          130.        
 0.141       2.5         1.          1.          0.5         0.5         1.479       3.          135.        
 0.131       2.5         1.          1.          0.5         0.5         1.479       3.          140.        
 0.125       2.5         1.          1.          0.5         0.5         1.479       3.          145.        
 0.119       2.5         1.          1.          0.5         0.5         1.479       3.          150.        
 0.114       2.5         1.          1.          0.5         0.5         1.479       3.          155.        
 0.11        2.5         1.          1.          0.5         0.5         1.479       3.          160.        
 0.107       2.5         1.          1.          0.5         0.5         1.479       3.          165.        
 0.106       2.5         1.          1.          0.5         0.5         1.479       3.          170.        
 0.283       2.5         1.          1.          0.5         0.5         1.492       3.          100.        
 0.246       2.5         1.          1.          0.5         0.5         1.492       3.          105.        
 0.215       2.5         1.          1.          0.5         0.5         1.492       3.          110.        
 0.194       2.5         1.          1.          0.5         0.5         1.492       3.          115.        
 0.177       2.5         1.          1.          0.5         0.5         1.492       3.          120.        
 0.159       2.5         1.          1.          0.5         0.5         1.492       3.          125.        
 0.148       2.5         1.          1.          0.5         0.5         1.492       3.          130.        
 0.136       2.5         1.          1.          0.5         0.5         1.492       3.          135.        
 0.126       2.5         1.          1.          0.5         0.5         1.492       3.          140.        
 0.119       2.5         1.          1.          0.5         0.5         1.492       3.          145.        
 0.113       2.5         1.          1.          0.5         0.5         1.492       3.          150.        
 0.109       2.5         1.          1.          0.5         0.5         1.492       3.          155.        
 0.105       2.5         1.          1.          0.5         0.5         1.492       3.          160.        
 0.108       2.5         1.          1.          0.5         0.5         1.492       3.          165.        
 0.1         2.5         1.          1.          0.5         0.5         1.492       3.          170.        
 0.292       2.5         1.          1.          0.5         0.5         1.508       3.          100.        
 0.255       2.5         1.          1.          0.5         0.5         1.508       3.          105.        
 0.23        2.5         1.          1.          0.5         0.5         1.508       3.          110.        
 0.198       2.5         1.          1.          0.5         0.5         1.508       3.          115.        
 0.183       2.5         1.          1.          0.5         0.5         1.508       3.          120.        
 0.168       2.5         1.          1.          0.5         0.5         1.508       3.          125.        
 0.152       2.5         1.          1.          0.5         0.5         1.508       3.          130.        
 0.14        2.5         1.          1.          0.5         0.5         1.508       3.          135.        
 0.132       2.5         1.          1.          0.5         0.5         1.508       3.          140.        
 0.123       2.5         1.          1.          0.5         0.5         1.508       3.          145.        
 0.117       2.5         1.          1.          0.5         0.5         1.508       3.          150.        
 0.112       2.5         1.          1.          0.5         0.5         1.508       3.          155.        
 0.105       2.5         1.          1.          0.5         0.5         1.508       3.          160.        
 0.105       2.5         1.          1.          0.5         0.5         1.508       3.          165.        
 0.101       2.5         1.          1.          0.5         0.5         1.508       3.          170.        
 0.283       2.5         1.          1.          0.5         0.5         1.523       3.          100.        
 0.244       2.5         1.          1.          0.5         0.5         1.523       3.          105.        
 0.217       2.5         1.          1.          0.5         0.5         1.523       3.          110.        
 0.19        2.5         1.          1.          0.5         0.5         1.523       3.          115.        
 0.17        2.5         1.          1.          0.5         0.5         1.523       3.          120.        
 0.15        2.5         1.          1.          0.5         0.5         1.523       3.          125.        
 0.136       2.5         1.          1.          0.5         0.5         1.523       3.          130.        
 0.125       2.5         1.          1.          0.5         0.5         1.523       3.          135.        
 0.114       2.5         1.          1.          0.5         0.5         1.523       3.          140.        
 0.105       2.5         1.          1.          0.5         0.5         1.523       3.          145.        
 0.098       2.5         1.          1.          0.5         0.5         1.523       3.          150.        
 0.093       2.5         1.          1.          0.5         0.5         1.523       3.          155.        
 0.087       2.5         1.          1.          0.5         0.5         1.523       3.          160.        
 0.083       2.5         1.          1.          0.5         0.5         1.523       3.          165.        
 0.082       2.5         1.          1.          0.5         0.5         1.523       3.          170.        
 0.27        2.5         1.          1.          0.5         0.5         1.54        3.          100.        
 0.236       2.5         1.          1.          0.5         0.5         1.54        3.          105.        
 0.209       2.5         1.          1.          0.5         0.5         1.54        3.          110.        
 0.184       2.5         1.          1.          0.5         0.5         1.54        3.          115.        
 0.17        2.5         1.          1.          0.5         0.5         1.54        3.          120.        
 0.156       2.5         1.          1.          0.5         0.5         1.54        3.          125.        
 0.144       2.5         1.          1.          0.5         0.5         1.54        3.          130.        
 0.132       2.5         1.          1.          0.5         0.5         1.54        3.          135.        
 0.126       2.5         1.          1.          0.5         0.5         1.54        3.          140.        
 0.116       2.5         1.          1.          0.5         0.5         1.54        3.          145.        
 0.111       2.5         1.          1.          0.5         0.5         1.54        3.          150.        
 0.108       2.5         1.          1.          0.5         0.5         1.54        3.          155.        
 0.107       2.5         1.          1.          0.5         0.5         1.54        3.          160.        
 0.11        2.5         1.          1.          0.5         0.5         1.54        3.          165.        
 0.102       2.5         1.          1.          0.5         0.5         1.54        3.          170.        
 0.275       2.5         1.          1.          0.5         0.5         1.552       3.          100.        
 0.238       2.5         1.          1.          0.5         0.5         1.552       3.          105.        
 0.213       2.5         1.          1.          0.5         0.5         1.552       3.          110.        
 0.188       2.5         1.          1.          0.5         0.5         1.552       3.          115.        
 0.17        2.5         1.          1.          0.5         0.5         1.552       3.          120.        
 0.156       2.5         1.          1.          0.5         0.5         1.552       3.          125.        
 0.143       2.5         1.          1.          0.5         0.5         1.552       3.          130.        
 0.134       2.5         1.          1.          0.5         0.5         1.552       3.          135.        
 0.124       2.5         1.          1.          0.5         0.5         1.552       3.          140.        
 0.117       2.5         1.          1.          0.5         0.5         1.552       3.          145.        
 0.11        2.5         1.          1.          0.5         0.5         1.552       3.          150.        
 0.107       2.5         1.          1.          0.5         0.5         1.552       3.          155.        
 0.101       2.5         1.          1.          0.5         0.5         1.552       3.          160.        
 0.099       2.5         1.          1.          0.5         0.5         1.552       3.          165.        
 0.098       2.5         1.          1.          0.5         0.5         1.552       3.          170.        
 0.269       2.5         1.          1.          0.5         0.5         1.565       3.          100.        
 0.232       2.5         1.          1.          0.5         0.5         1.565       3.          105.        
 0.207       2.5         1.          1.          0.5         0.5         1.565       3.          110.        
 0.182       2.5         1.          1.          0.5         0.5         1.565       3.          115.        
 0.165       2.5         1.          1.          0.5         0.5         1.565       3.          120.        
 0.151       2.5         1.          1.          0.5         0.5         1.565       3.          125.        
 0.138       2.5         1.          1.          0.5         0.5         1.565       3.          130.        
 0.129       2.5         1.          1.          0.5         0.5         1.565       3.          135.        
 0.119       2.5         1.          1.          0.5         0.5         1.565       3.          140.        
 0.111       2.5         1.          1.          0.5         0.5         1.565       3.          145.        
 0.107       2.5         1.          1.          0.5         0.5         1.565       3.          150.        
 0.101       2.5         1.          1.          0.5         0.5         1.565       3.          155.        
 0.096       2.5         1.          1.          0.5         0.5         1.565       3.          160.        
 0.094       2.5         1.          1.          0.5         0.5         1.565       3.          165.        
 0.093       2.5         1.          1.          0.5         0.5         1.565       3.          170.        
 0.272       2.5         1.          1.          0.5         0.5         1.577       3.          100.        
 0.226       2.5         1.          1.          0.5         0.5         1.577       3.          105.        
 0.193       2.5         1.          1.          0.5         0.5         1.577       3.          110.        
 0.167       2.5         1.          1.          0.5         0.5         1.577       3.          115.        
 0.145       2.5         1.          1.          0.5         0.5         1.577       3.          120.        
 0.131       2.5         1.          1.          0.5         0.5         1.577       3.          125.        
 0.119       2.5         1.          1.          0.5         0.5         1.577       3.          130.        
 0.11        2.5         1.          1.          0.5         0.5         1.577       3.          135.        
 0.104       2.5         1.          1.          0.5         0.5         1.577       3.          140.        
 0.098       2.5         1.          1.          0.5         0.5         1.577       3.          145.        
 0.095       2.5         1.          1.          0.5         0.5         1.577       3.          150.        
 0.092       2.5         1.          1.          0.5         0.5         1.577       3.          155.        
 0.091       2.5         1.          1.          0.5         0.5         1.577       3.          160.        
 0.09        2.5         1.          1.          0.5         0.5         1.577       3.          165.        
 0.09        2.5         1.          1.          0.5         0.5         1.577       3.          170.        
 0.252       2.5         1.          1.          0.5         0.5         1.589       3.          100.        
 0.216       2.5         1.          1.          0.5         0.5         1.589       3.          105.        
 0.195       2.5         1.          1.          0.5         0.5         1.589       3.          110.        
 0.172       2.5         1.          1.          0.5         0.5         1.589       3.          115.        
 0.159       2.5         1.          1.          0.5         0.5         1.589       3.          120.        
 0.146       2.5         1.          1.          0.5         0.5         1.589       3.          125.        
 0.137       2.5         1.          1.          0.5         0.5         1.589       3.          130.        
 0.128       2.5         1.          1.          0.5         0.5         1.589       3.          135.        
 0.123       2.5         1.          1.          0.5         0.5         1.589       3.          140.        
 0.117       2.5         1.          1.          0.5         0.5         1.589       3.          145.        
 0.113       2.5         1.          1.          0.5         0.5         1.589       3.          150.        
 0.11        2.5         1.          1.          0.5         0.5         1.589       3.          155.        
 0.106       2.5         1.          1.          0.5         0.5         1.589       3.          160.        
 0.112       2.5         1.          1.          0.5         0.5         1.589       3.          165.        
 0.104       2.5         1.          1.          0.5         0.5         1.589       3.          170.        
 0.255       2.5         1.          1.          0.5         0.5         1.601       3.          100.        
 0.22        2.5         1.          1.          0.5         0.5         1.601       3.          105.        
 0.2         2.5         1.          1.          0.5         0.5         1.601       3.          110.        
 0.177       2.5         1.          1.          0.5         0.5         1.601       3.          115.        
 0.157       2.5         1.          1.          0.5         0.5         1.601       3.          120.        
 0.145       2.5         1.          1.          0.5         0.5         1.601       3.          125.        
 0.136       2.5         1.          1.          0.5         0.5         1.601       3.          130.        
 0.127       2.5         1.          1.          0.5         0.5         1.601       3.          135.        
 0.118       2.5         1.          1.          0.5         0.5         1.601       3.          140.        
 0.11        2.5         1.          1.          0.5         0.5         1.601       3.          145.        
 0.107       2.5         1.          1.          0.5         0.5         1.601       3.          150.        
 0.102       2.5         1.          1.          0.5         0.5         1.601       3.          155.        
 0.099       2.5         1.          1.          0.5         0.5         1.601       3.          160.        
 0.098       2.5         1.          1.          0.5         0.5         1.601       3.          165.        
 0.097       2.5         1.          1.          0.5         0.5         1.601       3.          170.        
 0.252       2.5         1.          1.          0.5         0.5         1.614       3.          100.        
 0.217       2.5         1.          1.          0.5         0.5         1.614       3.          105.        
 0.193       2.5         1.          1.          0.5         0.5         1.614       3.          110.        
 0.172       2.5         1.          1.          0.5         0.5         1.614       3.          115.        
 0.155       2.5         1.          1.          0.5         0.5         1.614       3.          120.        
 0.143       2.5         1.          1.          0.5         0.5         1.614       3.          125.        
 0.133       2.5         1.          1.          0.5         0.5         1.614       3.          130.        
 0.121       2.5         1.          1.          0.5         0.5         1.614       3.          135.        
 0.115       2.5         1.          1.          0.5         0.5         1.614       3.          140.        
 0.101       2.5         1.          1.          0.5         0.5         1.614       3.          150.        
 0.099       2.5         1.          1.          0.5         0.5         1.614       3.          155.        
 0.096       2.5         1.          1.          0.5         0.5         1.614       3.          160.        
 0.098       2.5         1.          1.          0.5         0.5         1.614       3.          165.        
 0.091       2.5         1.          1.          0.5         0.5         1.614       3.          170.        
 0.25        2.5         1.          1.          0.5         0.5         1.626       3.          100.        
 0.214       2.5         1.          1.          0.5         0.5         1.626       3.          105.        
 0.19        2.5         1.          1.          0.5         0.5         1.626       3.          110.        
 0.169       2.5         1.          1.          0.5         0.5         1.626       3.          115.        
 0.151       2.5         1.          1.          0.5         0.5         1.626       3.          120.        
 0.14        2.5         1.          1.          0.5         0.5         1.626       3.          125.        
 0.126       2.5         1.          1.          0.5         0.5         1.626       3.          130.        
 0.119       2.5         1.          1.          0.5         0.5         1.626       3.          135.        
 0.109       2.5         1.          1.          0.5         0.5         1.626       3.          140.        
 0.104       2.5         1.          1.          0.5         0.5         1.626       3.          145.        
 0.099       2.5         1.          1.          0.5         0.5         1.626       3.          150.        
 0.097       2.5         1.          1.          0.5         0.5         1.626       3.          155.        
 0.093       2.5         1.          1.          0.5         0.5         1.626       3.          160.        
 0.09        2.5         1.          1.          0.5         0.5         1.626       3.          165.        
 0.087       2.5         1.          1.          0.5         0.5         1.626       3.          170.        
 0.239       2.5         1.          1.          0.5         0.5         1.638       3.          100.        
 0.203       2.5         1.          1.          0.5         0.5         1.638       3.          105.        
 0.182       2.5         1.          1.          0.5         0.5         1.638       3.          110.        
 0.162       2.5         1.          1.          0.5         0.5         1.638       3.          115.        
 0.146       2.5         1.          1.          0.5         0.5         1.638       3.          120.        
 0.132       2.5         1.          1.          0.5         0.5         1.638       3.          125.        
 0.122       2.5         1.          1.          0.5         0.5         1.638       3.          130.        
 0.113       2.5         1.          1.          0.5         0.5         1.638       3.          135.        
 0.106       2.5         1.          1.          0.5         0.5         1.638       3.          140.        
 0.099       2.5         1.          1.          0.5         0.5         1.638       3.          145.        
 0.094       2.5         1.          1.          0.5         0.5         1.638       3.          150.        
 0.091       2.5         1.          1.          0.5         0.5         1.638       3.          155.        
 0.087       2.5         1.          1.          0.5         0.5         1.638       3.          160.        
 0.091       2.5         1.          1.          0.5         0.5         1.638       3.          165.        
 0.083       2.5         1.          1.          0.5         0.5         1.638       3.          170.        
 0.234       2.5         1.          1.          0.5         0.5         1.65        3.          100.        
 0.2         2.5         1.          1.          0.5         0.5         1.65        3.          105.        
 0.18        2.5         1.          1.          0.5         0.5         1.65        3.          110.        
 0.154       2.5         1.          1.          0.5         0.5         1.65        3.          115.        
 0.142       2.5         1.          1.          0.5         0.5         1.65        3.          120.        
 0.129       2.5         1.          1.          0.5         0.5         1.65        3.          125.        
 0.118       2.5         1.          1.          0.5         0.5         1.65        3.          130.        
 0.11        2.5         1.          1.          0.5         0.5         1.65        3.          135.        
 0.102       2.5         1.          1.          0.5         0.5         1.65        3.          140.        
 0.095       2.5         1.          1.          0.5         0.5         1.65        3.          145.        
 0.091       2.5         1.          1.          0.5         0.5         1.65        3.          150.        
 0.088       2.5         1.          1.          0.5         0.5         1.65        3.          155.        
 0.084       2.5         1.          1.          0.5         0.5         1.65        3.          160.        
 0.083       2.5         1.          1.          0.5         0.5         1.65        3.          165.        
 0.082       2.5         1.          1.          0.5         0.5         1.65        3.          170.        
 0.208       2.5         1.          1.          0.5         0.5         1.662       3.          100.        
 0.181       2.5         1.          1.          0.5         0.5         1.662       3.          105.        
 0.162       2.5         1.          1.          0.5         0.5         1.662       3.          110.        
 0.145       2.5         1.          1.          0.5         0.5         1.662       3.          115.        
 0.138       2.5         1.          1.          0.5         0.5         1.662       3.          120.        
 0.128       2.5         1.          1.          0.5         0.5         1.662       3.          125.        
 0.121       2.5         1.          1.          0.5         0.5         1.662       3.          130.        
 0.116       2.5         1.          1.          0.5         0.5         1.662       3.          135.        
 0.111       2.5         1.          1.          0.5         0.5         1.662       3.          140.        
 0.105       2.5         1.          1.          0.5         0.5         1.662       3.          150.        
 0.103       2.5         1.          1.          0.5         0.5         1.662       3.          155.        
 0.1         2.5         1.          1.          0.5         0.5         1.662       3.          160.        
 0.105       2.5         1.          1.          0.5         0.5         1.662       3.          165.        
 0.098       2.5         1.          1.          0.5         0.5         1.662       3.          170.        
 0.237       2.5         1.          1.          0.5         0.5         1.675       3.          100.        
 0.203       2.5         1.          1.          0.5         0.5         1.675       3.          105.        
 0.184       2.5         1.          1.          0.5         0.5         1.675       3.          110.        
 0.162       2.5         1.          1.          0.5         0.5         1.675       3.          115.        
 0.145       2.5         1.          1.          0.5         0.5         1.675       3.          120.        
 0.133       2.5         1.          1.          0.5         0.5         1.675       3.          125.        
 0.121       2.5         1.          1.          0.5         0.5         1.675       3.          130.        
 0.111       2.5         1.          1.          0.5         0.5         1.675       3.          135.        
 0.103       2.5         1.          1.          0.5         0.5         1.675       3.          140.        
 0.098       2.5         1.          1.          0.5         0.5         1.675       3.          145.        
 0.092       2.5         1.          1.          0.5         0.5         1.675       3.          150.        
 0.087       2.5         1.          1.          0.5         0.5         1.675       3.          155.        
 0.084       2.5         1.          1.          0.5         0.5         1.675       3.          160.        
 0.081       2.5         1.          1.          0.5         0.5         1.675       3.          165.        
 0.08        2.5         1.          1.          0.5         0.5         1.675       3.          170.        
 0.237       2.5         1.          1.          0.5         0.5         1.687       3.          100.        
 0.208       2.5         1.          1.          0.5         0.5         1.687       3.          105.        
 0.188       2.5         1.          1.          0.5         0.5         1.687       3.          110.        
 0.166       2.5         1.          1.          0.5         0.5         1.687       3.          115.        
 0.148       2.5         1.          1.          0.5         0.5         1.687       3.          120.        
 0.135       2.5         1.          1.          0.5         0.5         1.687       3.          125.        
 0.122       2.5         1.          1.          0.5         0.5         1.687       3.          130.        
 0.114       2.5         1.          1.          0.5         0.5         1.687       3.          135.        
 0.106       2.5         1.          1.          0.5         0.5         1.687       3.          140.        
 0.098       2.5         1.          1.          0.5         0.5         1.687       3.          145.        
 0.094       2.5         1.          1.          0.5         0.5         1.687       3.          150.        
 0.089       2.5         1.          1.          0.5         0.5         1.687       3.          155.        
 0.086       2.5         1.          1.          0.5         0.5         1.687       3.          160.        
 0.09        2.5         1.          1.          0.5         0.5         1.687       3.          165.        
 0.081       2.5         1.          1.          0.5         0.5         1.687       3.          170.        
